activity,subject,tbodyaccmeanx,tbodyaccmeany,tbodyaccmeanz,tbodyaccstdx,tbodyaccstdy,tbodyaccstdz,tgravityaccmeanx,tgravityaccmeany,tgravityaccmeanz,tgravityaccstdx,tgravityaccstdy,tgravityaccstdz,tbodyaccjerkmeanx,tbodyaccjerkmeany,tbodyaccjerkmeanz,tbodyaccjerkstdx,tbodyaccjerkstdy,tbodyaccjerkstdz,tbodygyromeanx,tbodygyromeany,tbodygyromeanz,tbodygyrostdx,tbodygyrostdy,tbodygyrostdz,tbodygyrojerkmeanx,tbodygyrojerkmeany,tbodygyrojerkmeanz,tbodygyrojerkstdx,tbodygyrojerkstdy,tbodygyrojerkstdz,tbodyaccmagmean,tbodyaccmagstd,tgravityaccmagmean,tgravityaccmagstd,tbodyaccjerkmagmean,tbodyaccjerkmagstd,tbodygyromagmean,tbodygyromagstd,tbodygyrojerkmagmean,tbodygyrojerkmagstd,fbodyaccmeanx,fbodyaccmeany,fbodyaccmeanz,fbodyaccstdx,fbodyaccstdy,fbodyaccstdz,fbodyaccjerkmeanx,fbodyaccjerkmeany,fbodyaccjerkmeanz,fbodyaccjerkstdx,fbodyaccjerkstdy,fbodyaccjerkstdz,fbodygyromeanx,fbodygyromeany,fbodygyromeanz,fbodygyrostdx,fbodygyrostdy,fbodygyrostdz,fbodyaccmagmean,fbodyaccmagstd,fbodybodyaccjerkmagmean,fbodybodyaccjerkmagstd,fbodybodygyromagmean,fbodybodygyromagstd,fbodybodygyrojerkmagmean,fbodybodygyrojerkmagstd
WALKING_UPSTAIRS,11,0.270203382037037,-0.015036783412963,-0.116864046703704,-0.640240126037037,-0.549408963537037,-0.651382037962963,0.24817832962963,0.403685857592593,0.209493255407407,-0.943575255925926,-0.967554953148148,-0.958788807962963,0.0701326045740741,0.0118300142425926,0.000390803162407407,-0.65424935962963,-0.611280099814815,-0.709811867777778,-0.00206311293518519,-0.0956686141296296,0.131558772192593,-0.743362824444444,-0.77607021,-0.655466961296296,-0.112789333588889,-0.0398703730888889,-0.0700400427277778,-0.709836534074074,-0.793899793888889,-0.728261993888889,-0.585037749777778,-0.659783244203704,-0.585037749777778,-0.659783244203704,-0.64138906962963,-0.626966126666667,-0.667519792407407,-0.741076721111111,-0.756897514814815,-0.793719489444444,-0.640467606111111,-0.558977847833333,-0.667084033333333,-0.640459191685185,-0.572800895055556,-0.671239085555556,-0.674432665925926,-0.629884331111111,-0.708343871666667,-0.664091807962963,-0.617669822592593,-0.710519475,-0.681373477222222,-0.77531541037037,-0.63907497537037,-0.763518176481481,-0.779014698888889,-0.69288536962963,-0.652312241481481,-0.718239742444444,-0.632483354259259,-0.623190766666667,-0.75845223,-0.774921158518519,-0.803443196666667,-0.797095492777778
WALKING_UPSTAIRS,12,0.280981594807692,-0.0148022765134615,-0.111637978403846,-0.729790591538462,-0.531271371653846,-0.662466180384615,0.741685816153846,0.0354265605192308,0.187269942576923,-0.984749721346154,-0.971911938461538,-0.966995896538462,0.0747321885,0.00944239366942308,-0.00714588040192308,-0.724775601923077,-0.611294707269231,-0.766094138076923,-0.0332383009419231,-0.0723217249826923,0.0840856706115385,-0.687968420769231,-0.751752063461538,-0.679175173461538,-0.102086801057692,-0.0387017660053846,-0.0588596301884615,-0.724861740384615,-0.842395373076923,-0.766339379615385,-0.6365475375,-0.717990895576923,-0.6365475375,-0.717990895576923,-0.6848004625,-0.70027986,-0.650514079807692,-0.685051273461538,-0.790836607115385,-0.824875351538462,-0.731075026923077,-0.565183877019231,-0.699816704615385,-0.730032795,-0.544861586980769,-0.669084327115385,-0.7401473325,-0.642759105192308,-0.758317398076923,-0.733315921346154,-0.603151101157692,-0.772409584807692,-0.681937328269231,-0.777654932115385,-0.694650319038462,-0.694995596923077,-0.740421480576923,-0.703726260769231,-0.706372749423077,-0.769216425769231,-0.705706094038462,-0.695063202307692,-0.725829409807692,-0.713160143461538,-0.830089197115385,-0.830388843846154
WALKING_UPSTAIRS,13,0.258718920141818,-0.0226178137512727,-0.111136926563636,-0.556334662054545,-0.477820452727273,-0.618534981927273,0.300285526945455,0.327944490909091,0.200116475266727,-0.931950736,-0.959777924363636,-0.936929073636364,0.0844466548181818,-0.00535248621109091,-0.0231392179305455,-0.635522693665455,-0.649559861861818,-0.803261564181818,0.0312658638301818,-0.110838863105455,0.125264169567273,-0.688118272625455,-0.775066794,-0.667415904945455,-0.127221648769091,-0.0289797828218182,-0.0700531200123636,-0.756879348727273,-0.891745859454545,-0.821964481090909,-0.498679447454545,-0.634558654927273,-0.498679447454545,-0.634558654927273,-0.666616897705455,-0.661611783536364,-0.610566526054545,-0.648067411072727,-0.835384051818182,-0.874225289818182,-0.616390327,-0.544126567543636,-0.691745537090909,-0.535466454581818,-0.478422319090909,-0.611446150163636,-0.646351454616364,-0.662813972381818,-0.779740749090909,-0.657380496003636,-0.659582001156727,-0.825908606727273,-0.654135389381818,-0.807805546181818,-0.687273411454545,-0.700825118745455,-0.760054291818182,-0.691790389272727,-0.629629311209091,-0.695045344363636,-0.643870667727273,-0.687813092818182,-0.735102747636364,-0.654787444490909,-0.869406696363636,-0.890215086363636
WALKING_UPSTAIRS,14,0.275930673833333,-0.0200480598685185,-0.111015478988889,-0.646648730574074,-0.55535427387037,-0.531029024211481,0.431911822018519,0.256734511481481,-0.0464676309518519,-0.964711212222222,-0.951961363333333,-0.918403464814815,0.081353250812963,0.0143512552574074,-0.0176581437631481,-0.729317689,-0.741914526666667,-0.843233843333333,-0.0419903383222222,-0.0843402948703704,0.10793750139963,-0.728209376592593,-0.624303527666667,-0.618481204666667,-0.085937438462963,-0.0311714928462963,-0.0469890886407407,-0.806220738518518,-0.854331036666667,-0.799159454814815,-0.564116702611111,-0.623047939646296,-0.564116702611111,-0.623047939646296,-0.756913627222222,-0.733774141966667,-0.572798594648148,-0.622475887425926,-0.829130720185185,-0.851900728518519,-0.678137956159259,-0.618483536055556,-0.670467152037037,-0.636428246537037,-0.555576513685185,-0.503248855671111,-0.735187622611111,-0.74897931587037,-0.829321604444444,-0.748001303444444,-0.752419498333333,-0.855717323888889,-0.713701536472222,-0.703448185925926,-0.655060530925926,-0.737038006990741,-0.588662544031481,-0.644926762425926,-0.644657293694444,-0.671253724444444,-0.723543581222222,-0.748898066111111,-0.720828436666667,-0.631205348851852,-0.852331866666667,-0.861841574259259
WALKING_UPSTAIRS,15,0.274589142916667,-0.0160604134458333,-0.103161506729167,-0.976853222708333,-0.973583303333333,-0.966408214375,0.273553218333333,0.270281100083333,0.55193194925,-0.97572770875,-0.98321292875,-0.971358939583333,0.078056405625,0.008334295908125,-0.003950538938125,-0.9828419975,-0.982751087708333,-0.982199915625,-0.0326214625833333,-0.0699344160416667,0.0798800168958333,-0.981489048125,-0.967534042708333,-0.977041284166667,-0.0975999910416667,-0.0431957874791667,-0.0517467817708333,-0.987428824583333,-0.981707094375,-0.988668443125,-0.97130092375,-0.969120236458333,-0.97130092375,-0.969120236458333,-0.983962013125,-0.980092368958333,-0.952713429375,-0.957418729375,-0.985936981041667,-0.9818470925,-0.980093852916667,-0.9762093925,-0.973340461041667,-0.975779535,-0.973097236666667,-0.964672116458333,-0.98305548375,-0.982344038125,-0.979693810625,-0.984203480625,-0.984623654375,-0.983269150416667,-0.978387286875,-0.971993799166667,-0.977283861875,-0.982542791875,-0.965502223541667,-0.979085649791667,-0.973891907916667,-0.970564806041667,-0.9794456425,-0.979989204791667,-0.966273991458333,-0.959388403541667,-0.982223505416667,-0.982330953333333
WALKING_UPSTAIRS,16,0.279013719607843,-0.0149622920823529,-0.107546235851765,-0.989310753333333,-0.964659466078431,-0.965691300980392,0.899987823137255,-0.0458035168431373,0.0372889924705882,-0.983872393137255,-0.975695291176471,-0.970590777647059,0.0764730506470588,0.00745945535647059,-0.000633610079039216,-0.991643729803922,-0.983520465686274,-0.988838231764706,-0.0307795825490196,-0.069367825454902,0.081533566,-0.984699719411765,-0.979680247843137,-0.971010084705882,-0.0971578842941176,-0.0418004443176471,-0.0503678217370588,-0.991461740196078,-0.992174546862745,-0.990476310588235,-0.974308552352941,-0.970972193137255,-0.974308552352941,-0.970972193137255,-0.989724271568627,-0.989038473333333,-0.965745298431373,-0.970741276666667,-0.992885905686275,-0.991895029607843,-0.98976311254902,-0.972096786862745,-0.977140130196078,-0.989227514705882,-0.962766389803922,-0.961756710784314,-0.991409613529412,-0.983003470980392,-0.986525980980392,-0.992720845686275,-0.985482657058824,-0.989844980588235,-0.983556018627451,-0.983416776078431,-0.973172945490196,-0.985125751176471,-0.977810661372549,-0.972870170980392,-0.97930964,-0.970721881568627,-0.988616720392157,-0.988414787254902,-0.978258524509804,-0.970804818823529,-0.991907330392157,-0.99213737254902
WALKING_UPSTAIRS,17,0.273513453958333,-0.0177884637291667,-0.105555780333333,-0.392496993958333,-0.246226886716667,-0.443098053333333,0.950278006041667,-0.211911308333333,-0.0480988676666667,-0.979632933541667,-0.97011265625,-0.955417319166667,0.08297704455625,0.0195612184004167,0.00643531683041667,-0.420060504270833,-0.315096770395833,-0.592918206875,-0.0776645582497917,-0.043922898868125,0.105096852281135,-0.579042344375,-0.571746792083333,-0.358957718966667,-0.0825165016041667,-0.0477786706583333,-0.0447749220416667,-0.520408605,-0.688775319166667,-0.523259971875,-0.302935953816667,-0.480167500416667,-0.302935953816667,-0.480167500416667,-0.394306411041667,-0.436454863541667,-0.424317420958333,-0.537453558125,-0.613358968333333,-0.663971499166667,-0.378194675625,-0.240945817192917,-0.4712901,-0.398659916458333,-0.297395742891667,-0.472482828958333,-0.447064344166667,-0.3669961896875,-0.559691526458333,-0.443392450958333,-0.304917096520833,-0.624487353541667,-0.478952034583333,-0.583211262083333,-0.368628710791667,-0.611714145833333,-0.569969693125,-0.4149697856875,-0.446966263125,-0.580952384791667,-0.416657684504167,-0.4689706260625,-0.583176856041667,-0.5862011425,-0.671926746041667,-0.67723963
WALKING_UPSTAIRS,18,0.265761257603448,-0.0165312097772414,-0.109162027741379,-0.907547668103448,-0.894174938965517,-0.926684803965517,-0.306836629310345,0.603840342931035,0.692459259689655,-0.934177334827586,-0.964316357241379,-0.960683617758621,0.0951672991310345,0.00478421244896552,-0.00693123781034483,-0.94184936362069,-0.930688244137931,-0.963823985689655,-0.0173028042390345,-0.116134591706897,0.134158184310345,-0.925643562586207,-0.927892491034483,-0.93004944137931,-0.0973193585689655,-0.0358264460172414,-0.0644622860689655,-0.943942892241379,-0.964448039482759,-0.962087382931034,-0.902231036034483,-0.888633858793103,-0.902231036034483,-0.888633858793103,-0.945063873793103,-0.938912930344828,-0.887366234137931,-0.90150595637931,-0.960147687413793,-0.959302781896552,-0.920916881034483,-0.904758883965517,-0.939993252413793,-0.90302553,-0.894896829655172,-0.924569346034483,-0.941894500344828,-0.933374431896552,-0.959479279482759,-0.947385727241379,-0.932505294655172,-0.966790559827586,-0.920461368103448,-0.93900162137931,-0.928210062413793,-0.928417670172414,-0.922928392068965,-0.937102829827586,-0.898467722068966,-0.900271311724138,-0.937596425172414,-0.940087112241379,-0.924500456551724,-0.904066798965517,-0.959708565862069,-0.961574089137931
WALKING_UPSTAIRS,19,0.257036557915,-0.02017275397725,-0.1109421027975,-0.584884833925,-0.50955174259,-0.64962485675,0.20059424125,0.16126738325,0.20604431421175,-0.93702024475,-0.95463429575,-0.9445103045,0.139777278275,-0.02846911537275,0.0067421932625,-0.654253417,-0.6967069235,-0.811116721,0.0467746424025,-0.117435182375,0.08427491575,-0.765344797,-0.77468889225,-0.6375071935,-0.1205602251375,-0.042192419825,-0.062747419975,-0.744047471,-0.84056767,-0.7871042715,-0.555457063725,-0.553193502225,-0.555457063725,-0.553193502225,-0.69633971975,-0.66686858925,-0.6495446837,-0.731032787,-0.81222306575,-0.812940224,-0.611289294075,-0.581542700025,-0.705771101175,-0.57568540595,-0.5065661424525,-0.64737177,-0.662979028,-0.70665378375,-0.79009590625,-0.6768067865,-0.70678814825,-0.83091835675,-0.69714750975,-0.77729174725,-0.66112591825,-0.787842885,-0.77530838225,-0.663516282,-0.566686649325,-0.615454976825,-0.650819849,-0.690741688,-0.75417844175,-0.76193167225,-0.81834520625,-0.81931419175
WALKING_UPSTAIRS,20,0.257462134215686,0.0049858321372549,-0.0881126134705882,-0.964846525294118,-0.865080907862745,-0.904913851568627,0.896933912941177,0.0765843719627451,0.0452903955098039,-0.948428580588235,-0.902369762470588,-0.903546781764706,0.0738256239686274,-0.00635955001372549,-0.0125979075392157,-0.97490351627451,-0.957295717647059,-0.973847171764706,-0.039058638,-0.0756360025490196,0.100434090152941,-0.978346249411765,-0.956208070392157,-0.932833967843137,-0.0947040289803922,-0.0406415290843137,-0.0529706263680392,-0.98317857,-0.981850327843137,-0.976773261960784,-0.906719708627451,-0.877804253529412,-0.906719708627451,-0.877804253529412,-0.970232451176471,-0.967114542156863,-0.925929023529412,-0.937441535294118,-0.982978947647059,-0.980771971372549,-0.966303649019608,-0.898988670392157,-0.932109786862745,-0.964501498823529,-0.858225444176471,-0.898631008156863,-0.975630251764706,-0.959380255882353,-0.970255827843137,-0.976416965882353,-0.958037205490196,-0.97609655254902,-0.974384036666667,-0.962923704705882,-0.939269158431373,-0.979641069215686,-0.95293550745098,-0.93715100627451,-0.90927819,-0.882257148235294,-0.967160129215686,-0.966302394509804,-0.955552705098039,-0.937360291568627,-0.981548990392157,-0.980793495882353
WALKING_UPSTAIRS,21,0.290493344042553,-0.0127050752857447,-0.109354259,-0.886070786382979,-0.832792402553192,-0.869076270382979,-0.124726631489362,0.522432522953192,0.565552295574468,-0.928058477234043,-0.886718402765957,-0.911750915319149,0.091609621106383,0.0465159025361702,-0.0336393402204255,-0.914506373617021,-0.914818409510638,-0.93807675787234,0.0197555837493617,-0.0879228061042553,0.162659768851064,-0.918658434468085,-0.917763287021277,-0.911658191276596,-0.123031207212766,-0.0212936689670213,-0.0568408765744681,-0.936880145744681,-0.934794500425532,-0.943438360638298,-0.816584729234043,-0.81986990893617,-0.816584729234043,-0.81986990893617,-0.919678240319149,-0.910914309361702,-0.858322977170213,-0.892223368510638,-0.939012793617021,-0.936626871702128,-0.891800089787234,-0.854235692978723,-0.888860151446809,-0.884176373829787,-0.833514305106383,-0.869296742255319,-0.919424187574468,-0.916465208744681,-0.930641168510638,-0.917147063617021,-0.919106999851064,-0.944180110914894,-0.903413548510638,-0.911599258297872,-0.908507383234043,-0.923693913191489,-0.923838181446809,-0.921399829,-0.84478346,-0.836941559425532,-0.909382948510638,-0.912231729787234,-0.907102941489362,-0.901967733617021,-0.938750663617021,-0.938061937234043
WALKING_UPSTAIRS,22,0.279370340238095,-0.017494882997619,-0.1095776005,-0.647855565,-0.443825048707143,-0.602072870952381,0.865452974761905,-0.0207260082857143,0.155179007404762,-0.985060308809524,-0.977548059047619,-0.965716743809524,0.0898776189357143,0.0379775922595238,0.0040337098547619,-0.574786526738095,-0.476654524745238,-0.76653692547619,-0.0554316946397619,-0.0587713680142857,0.0696520468809524,-0.736035989285714,-0.51997799129881,-0.646040187857143,-0.1003049045,-0.0399739056452381,-0.0550629928166667,-0.615544014285714,-0.674096060476191,-0.712358593333333,-0.56341861552381,-0.616161694095238,-0.56341861552381,-0.616161694095238,-0.579288456619048,-0.572156807238095,-0.554272022642857,-0.581327493261905,-0.66444156547619,-0.687796152142857,-0.611270230714286,-0.458560950171429,-0.654800009761905,-0.663666803333333,-0.471544480855,-0.604835557857143,-0.596079735,-0.528324012484309,-0.747921265238095,-0.590416851952381,-0.455671775411429,-0.783622139761905,-0.664628527619048,-0.556883520428571,-0.615345970142857,-0.758925553809524,-0.502152827178571,-0.689514915714286,-0.576018428619048,-0.700226986428571,-0.563453138066667,-0.586132552,-0.600933622142857,-0.640805700952381,-0.683033387619048,-0.716767186428571
WALKING_UPSTAIRS,23,0.273105592156863,-0.0234988159039216,-0.112828251607843,-0.622287183333333,-0.378851606819608,-0.469264130764706,0.862421165490196,-0.285211463921569,-0.1567920017,-0.963594182352941,-0.948738885098039,-0.938300755686274,0.0755260861166667,-0.00283196268294118,0.00785601510980392,-0.60097038454902,-0.5224636227,-0.694583909215686,-0.0229558279843137,-0.0691914390417647,0.072231771627451,-0.677315396862745,-0.653294279019608,-0.560196544764706,-0.0998649692137255,-0.0419382701784314,-0.0723370891098039,-0.68002305627451,-0.718124932862745,-0.71043403254902,-0.496250045,-0.553751044396078,-0.496250045,-0.553751044396078,-0.586801293254902,-0.564030304233333,-0.554512310588235,-0.60912834127451,-0.708189320784314,-0.710606970588235,-0.603797354352941,-0.421250779834314,-0.551124515033333,-0.630435882745098,-0.398088636982353,-0.468945722784314,-0.606931520411765,-0.535366493337255,-0.671729474882353,-0.632522684705882,-0.542246602386275,-0.716560134901961,-0.616594343196078,-0.653807227745098,-0.590911092196078,-0.698919310588235,-0.657227466862745,-0.59292796954902,-0.530219341039216,-0.637826750784314,-0.553186477372549,-0.580849314298039,-0.643150910784314,-0.658825784117647,-0.711998771568627,-0.729061747058824
WALKING_UPSTAIRS,24,0.27792264,-0.0182900095305085,-0.110794454847458,-0.989669771186441,-0.957621596949152,-0.955346708644068,0.90948504220339,0.00810238422033898,0.175386286881356,-0.988888968644068,-0.982982648813559,-0.959101849152542,0.0745657023067797,0.010157938710339,-0.00147409721898305,-0.986288982881356,-0.972206691525424,-0.987143830508475,-0.0358485745169492,-0.0667389133898305,0.0734663630677966,-0.960007680677966,-0.975717866610169,-0.969742584745763,-0.0990693758983051,-0.0430415210457627,-0.0512278568762712,-0.978511735932203,-0.987727301016949,-0.983872307966102,-0.970861603050847,-0.962244807966102,-0.970861603050847,-0.962244807966102,-0.983632658474576,-0.982223359152542,-0.949410299152542,-0.9415885,-0.986562526779661,-0.983524237457627,-0.987751819322034,-0.961391676101695,-0.96768317779661,-0.990722975932203,-0.957665049491525,-0.951874960677966,-0.98590513779661,-0.97189602220339,-0.984633254745763,-0.988052431355932,-0.974715426440678,-0.988326199322034,-0.961027827457627,-0.977303760169491,-0.969703901864407,-0.960620772881356,-0.975002863898305,-0.972639398305085,-0.969405759491525,-0.963812600847458,-0.981020424237288,-0.982707183220339,-0.961813206949153,-0.940251252881356,-0.98429782,-0.98351149
WALKING_UPSTAIRS,25,0.2545464158,-0.0234385619347692,-0.107684084707692,-0.670707136307692,-0.562732466769231,-0.603638394015385,0.186873833692308,0.241947702307692,0.241870397076923,-0.926817630707692,-0.940867545384615,-0.918569187415385,0.0951393387338462,0.0332881441876923,-0.0185811055353846,-0.750363758,-0.754121992461538,-0.814049357076923,0.00539383562307692,-0.0930644085138461,0.1321248842,-0.760202053076923,-0.758566136461538,-0.660034611030769,-0.113999535123077,-0.0485621811784615,-0.0744881394569231,-0.820733316153846,-0.856173550153846,-0.850411960461538,-0.604376713076923,-0.639773874461538,-0.604376713076923,-0.639773874461538,-0.759940474307692,-0.738410954923077,-0.638782245138461,-0.718422173,-0.849241598923077,-0.845980817692308,-0.694868177846154,-0.634104232446154,-0.679557188769231,-0.662493666615385,-0.556630918498462,-0.596454688261538,-0.756379091076923,-0.758364030769231,-0.793838427384615,-0.767037946307692,-0.767183562153846,-0.833276939384615,-0.736222407384615,-0.782817202615385,-0.717662819846154,-0.770084582923077,-0.749556395538462,-0.675191703430769,-0.6560530932,-0.687690053369231,-0.730506581384615,-0.750109459538462,-0.770676473692308,-0.734568696769231,-0.843961722307692,-0.859406274615385
WALKING_UPSTAIRS,26,0.303200293454545,-0.0210703914747273,-0.105036375236364,0.06914193318,0.0101321057127273,-0.16273098955,0.937623456545455,-0.142770245685455,-0.0356376550781818,-0.954280770181818,-0.936802572545455,-0.892858406545455,0.0890830605739091,0.000592326332727273,0.00251178949090909,-0.0571114999454545,-0.146239188652364,-0.362769727290909,-0.102820816738182,-0.0709874032981818,0.0920127210718182,-0.322744702776364,-0.299119419836364,-0.3129451024,-0.0894106390363636,-0.059681483534,-0.0600424465065455,-0.386483042,-0.422053904872727,-0.404020968054545,0.0742082768909091,0.0908694502563636,0.0742082768909091,0.0908694502563636,-0.133727525665455,-0.03355632519,-0.107994021,-0.211118200254545,-0.406457748545455,-0.382933336309091,-0.0225217258981818,-0.00340812296909091,-0.186929883807273,0.0997270708,-0.0484930441181818,-0.220898970654545,-0.114274851727273,-0.186246646329091,-0.312656308576364,-0.0825494631618182,-0.161254125883636,-0.412133155381818,-0.219897601582,-0.28524054242,-0.234030535263636,-0.359862700909091,-0.316771731165455,-0.405341739381818,0.104272511087273,-0.0902741574436364,-0.0362818904618182,-0.0394694984138182,-0.2388308122,-0.333668350454545,-0.387632917272727,-0.422720501027273
WALKING_UPSTAIRS,27,0.252766408098039,-0.00222639719607843,-0.0927093043372549,-0.966923841764706,-0.923931999372549,-0.939998303529412,0.443839305294118,0.355303247151176,0.283279937061373,-0.951376796666667,-0.945437549411765,-0.948381178039216,0.0799110158235294,-0.000454010409058824,-0.00511519446666667,-0.984898388823529,-0.976233510784314,-0.983406665686275,-0.0283183506862745,-0.094302207954902,0.130230675254902,-0.985342267647059,-0.963391993921569,-0.959844590980392,-0.100987617666667,-0.0374006277431373,-0.0594776513152549,-0.986889275098039,-0.986848326470588,-0.987060118823529,-0.938472014705882,-0.911114273529412,-0.938472014705882,-0.911114273529412,-0.983695285882353,-0.979347148039216,-0.950942860784314,-0.954164939019608,-0.988756050588235,-0.985941039803922,-0.971313496078431,-0.938740859215686,-0.957422745098039,-0.965515022352941,-0.921404801313725,-0.935467940980392,-0.985300179019608,-0.976309454705882,-0.980739456078431,-0.985976331960784,-0.978032518627451,-0.984799732352941,-0.981445239607843,-0.971857211960784,-0.963770164313726,-0.98662138745098,-0.959423364117647,-0.962396948431373,-0.933804144509804,-0.914176590784314,-0.979775105882353,-0.977874086470588,-0.966759086470588,-0.954280833529412,-0.987021472156863,-0.985585710196078
WALKING_UPSTAIRS,28,0.278417970588235,-0.0160646523262549,-0.10703436,-0.730270043333333,-0.625370239117647,-0.725143017713725,0.945098695294118,-0.193303155764706,-0.00569480743137255,-0.982794346470588,-0.961689736862745,-0.968061737058823,0.0548799052745098,-0.00695852573947059,-0.0212139260635294,-0.692633156588235,-0.622259706,-0.811035853333333,-0.0268082646460784,-0.0797093091078431,0.0797152638627451,-0.784236043529412,-0.753499965196078,-0.710196099509804,-0.0891496308039216,-0.0463640819803922,-0.0504750857705882,-0.773937933529412,-0.810372073333333,-0.763146101176471,-0.679211216882353,-0.70847462372549,-0.679211216882353,-0.70847462372549,-0.695569707941176,-0.671516140392157,-0.705687419235294,-0.764533566666667,-0.794586770784314,-0.806132529215686,-0.713771903647059,-0.620537145431373,-0.753646711568628,-0.737464680588235,-0.653532680137255,-0.731862458519608,-0.711661437135294,-0.649275392117647,-0.795120237843137,-0.700911663589608,-0.618547512941176,-0.825516892156863,-0.737338554509804,-0.761193775882353,-0.689443078492157,-0.799546319607843,-0.751379773954902,-0.744232530392157,-0.685715744176471,-0.769004290784314,-0.678904680392157,-0.664254627882353,-0.775084715686274,-0.79950625745098,-0.811699293333333,-0.812297829803922
WALKING_UPSTAIRS,29,0.283203307755102,-0.0179110078402041,-0.109585749571429,-0.659382165591837,-0.48322540927551,-0.590529151755102,0.667904184489796,-0.0334950761020408,0.0274950418408163,-0.982682452857143,-0.972646204693878,-0.976379971632653,0.0674683524571429,0.0149533848734694,0.00722932535653061,-0.625736391221633,-0.565789644101898,-0.717032795510204,-0.055595362822449,-0.0640244573428571,0.0931262282632653,-0.731242990612245,-0.713940743469388,-0.645991667142857,-0.0942705700326531,-0.0465467838204082,-0.0398465184755102,-0.677972433673469,-0.753803795918367,-0.750439850204082,-0.567518272040816,-0.676406976387755,-0.567518272040816,-0.676406976387755,-0.614042848208163,-0.61133245794898,-0.642824430204082,-0.727482503673469,-0.730698773673469,-0.761161146530612,-0.665606923040816,-0.505817773753061,-0.642083284489796,-0.657300624795918,-0.503835737193878,-0.595149953226531,-0.659883327489796,-0.594891853102041,-0.705976842653061,-0.624572092173469,-0.56340811567551,-0.726962253265306,-0.649652034081633,-0.702614438367347,-0.63416253877551,-0.75752676244898,-0.723478387346939,-0.682591427346939,-0.651563551244898,-0.741662936938775,-0.626556217334694,-0.594138048261225,-0.730251296938776,-0.774562423265306,-0.769852422040816,-0.766822523877551
WALKING_UPSTAIRS,30,0.265755522,-0.0193656111186154,-0.117445320293846,-0.544890852615385,-0.407525851426154,-0.412227653,0.483373407646154,0.154023301384615,0.0470204255901231,-0.948164599076923,-0.952514768153846,-0.925034503692308,0.0798493198369231,-0.000681046672307693,-0.00504941990184615,-0.659207072769231,-0.646245827538461,-0.807968329076923,-0.0314850068910462,-0.0791981216221539,0.111280764221538,-0.6742041866,-0.533832364518461,-0.551733945030769,-0.0850945905169231,-0.0389682402492308,-0.0456458162269231,-0.796215983692308,-0.810333432,-0.787069962153846,-0.440200271161231,-0.548294775538462,-0.440200271161231,-0.548294775538462,-0.685204092769231,-0.661148845230769,-0.464400614076923,-0.544143292830769,-0.801103600769231,-0.820065904769231,-0.606851547230769,-0.516170219153846,-0.628379939230769,-0.523698896461538,-0.394096865906154,-0.359557757876923,-0.675157320923077,-0.657321581538462,-0.793292687692308,-0.673823217692308,-0.658972748307692,-0.821150402461538,-0.663811320307692,-0.655442081230769,-0.617442676,-0.682145566753846,-0.481420036478462,-0.574810040123077,-0.577913732307692,-0.602926716,-0.655367576461538,-0.670772026461538,-0.664889805538462,-0.550167018415385,-0.819331812,-0.834046009230769
WALKING_DOWNSTAIRS,1,0.273194667959184,-0.023698156944898,-0.108549092122449,-0.545701204387755,-0.360975394218367,-0.434790357504082,0.92245107122449,-0.214138027571429,-0.0767471826122449,-0.975876564693878,-0.956756534693878,-0.926042314897959,0.0801892209632653,0.0208650493102041,-0.0134360216060408,-0.510442513404082,-0.4747006169,-0.562772561081633,-0.0219864000816327,-0.060746662012449,0.0703721937836735,-0.530467505636735,-0.452756475947959,-0.492638211163265,-0.0733218510183673,-0.0472031315877551,-0.0693765031020408,-0.491034846442857,-0.586054743297959,-0.59954572387551,-0.429274283,-0.516988357593265,-0.429274283,-0.516988357593265,-0.477313784285714,-0.500241842673469,-0.398809587714286,-0.441820746871429,-0.561235011444898,-0.591843569857143,-0.549404835787755,-0.39645747677551,-0.460166214306122,-0.545262037820408,-0.384667026253061,-0.470299608712245,-0.538669041655102,-0.505109913020408,-0.528904375285714,-0.524768624204082,-0.477180058326531,-0.595796314646735,-0.412161076734694,-0.460982354373469,-0.469445876340816,-0.56952740675102,-0.454618725244898,-0.548740323081633,-0.472643762346939,-0.622637162959184,-0.477019626567755,-0.535515163489796,-0.48615739502449,-0.509621782940816,-0.593313703510204,-0.618725793918367
